"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA"
"Depth.by.Rocks+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min","Depth.by.Rocks+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Depth, by = Rocks, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",713.694,745.7688,0.00147,NA,7.06,3,28.899,23.17,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Depth.by.Rocks+Dissolved.oxygen.Min+Rocks+Temperature.Min.by.Rocks","Depth.by.Rocks+Dissolved.oxygen.Min+Rocks+Temperature.Min.by.Rocks","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Depth, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",713.694,745.7688,0.00146,NA,7.06,3,28.899,23.17,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Depth.by.Rocks+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.by.Rocks","Depth.by.Rocks+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.by.Rocks","s(Depth, by = Rocks, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",713.694,745.7688,0.00147,NA,8.06,4,28.899,23.17,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Depth+Dissolved.oxygen.Min+Rocks+Temperature.Min","Depth+Dissolved.oxygen.Min+Rocks+Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + Rocks",713.6941,745.7692,0.00146,NA,5.06,1,28.9,23.17,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Depth+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min","Depth+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",713.6941,745.7692,0.00147,NA,6.06,2,28.9,23.17,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Depth+Dissolved.oxygen.Min+Rocks+Temperature.Min.by.Rocks","Depth+Dissolved.oxygen.Min+Rocks+Temperature.Min.by.Rocks","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",713.6941,745.7692,0.00146,NA,6.06,2,28.9,23.171,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Depth+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.by.Rocks","Depth+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.by.Rocks","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",713.6941,745.7692,0.00147,NA,7.06,3,28.9,23.171,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Depth.by.TH_PA+Dissolved.oxygen.Min.by.TH_PA+Dist_To_River+TH_PA","Depth.by.TH_PA+Dissolved.oxygen.Min.by.TH_PA+Dist_To_River+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",713.6988,750.0218,0.01583,NA,7.07,2,28.904,27.423,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Dissolved.oxygen.Min.by.Sand+Dist_To_Shore+Rocks+Sand","Dissolved.oxygen.Min.by.Sand+Dist_To_Shore+Rocks+Sand","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Rocks + Sand",713.71,759.9896,0.00138,NA,6.07,0,28.915,37.391,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Dissolved.oxygen.Min.by.Sand+Dist_To_Shore.by.Rocks+Rocks+Sand","Dissolved.oxygen.Min.by.Sand+Dist_To_Shore.by.Rocks+Rocks+Sand","s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + Rocks + Sand",713.71,759.9896,0.00138,NA,7.07,1,28.915,37.391,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Depth.by.TH_PA+Dissolved.oxygen.Min+Rocks+TH_PA","Depth.by.TH_PA+Dissolved.oxygen.Min+Rocks+TH_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Depth, by = TH_PA, k = 4, bs = ""ts"") + Rocks + TH_PA",713.7185,751.6915,0.00155,NA,6.1,1,28.924,29.093,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"Depth.by.TH_PA+Dissolved.oxygen.Min.by.Rocks+Rocks+TH_PA","Depth.by.TH_PA+Dissolved.oxygen.Min.by.Rocks+Rocks+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + TH_PA",713.7191,751.6955,0.00157,NA,7.1,2,28.925,29.097,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"Dissolved.oxygen.Min+Dist_To_River+SY_PA+TH_PA","Dissolved.oxygen.Min+Dist_To_River+SY_PA+TH_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + SY_PA + TH_PA",713.7205,752.1385,0.01477,NA,5.08,0,28.926,29.54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
"Depth.by.TH_PA+Dissolved.oxygen.Min+SY_PA+TH_PA","Depth.by.TH_PA+Dissolved.oxygen.Min+SY_PA+TH_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Depth, by = TH_PA, k = 4, bs = ""ts"") + SY_PA + TH_PA",713.7249,752.0685,0.01489,NA,6.1,1,28.93,29.47,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"Depth+Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min","Depth+Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",713.7261,746.0196,0.01734,NA,6.06,2,28.931,23.421,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min","Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",713.7261,746.0197,0.01734,NA,5.06,1,28.932,23.421,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"Depth.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min","Depth.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",713.727,746.0236,0.01734,NA,7.06,3,28.932,23.425,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"Dissolved.oxygen.Min+Dist_To_River+Rocks+SY_PA","Dissolved.oxygen.Min+Dist_To_River+Rocks+SY_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + Rocks + SY_PA",713.7436,753.2192,0.00123,NA,5.06,0,28.949,30.621,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"Dissolved.oxygen.Min.by.Rocks+Dist_To_River+Rocks+SY_PA","Dissolved.oxygen.Min.by.Rocks+Dist_To_River+Rocks+SY_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + SY_PA",713.7436,753.2192,0.00118,NA,6.06,1,28.949,30.62,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"Dissolved.oxygen.Min.by.Rocks+Dist_To_River.by.Rocks+Rocks+SY_PA","Dissolved.oxygen.Min.by.Rocks+Dist_To_River.by.Rocks+Rocks+SY_PA","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + s(Dist_To_River, by = Rocks, k = 4, bs = ""ts"") + Rocks + SY_PA",713.7438,753.2185,0.00118,NA,7.06,2,28.949,30.62,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"Dissolved.oxygen.Min+Dist_To_River.by.Rocks+Rocks+SY_PA","Dissolved.oxygen.Min+Dist_To_River.by.Rocks+Rocks+SY_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = Rocks, k = 4, bs = ""ts"") + Rocks + SY_PA",713.7438,753.2184,0.00117,NA,6.06,1,28.949,30.62,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"Dissolved.oxygen.Min+Dist_To_River+Rocks+TH_PA","Dissolved.oxygen.Min+Dist_To_River+Rocks+TH_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + Rocks + TH_PA",713.7462,751.4222,0.00097,NA,5.08,0,28.952,28.823,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
"Dissolved.oxygen.Min.by.Rocks+Dist_To_River+Rocks+TH_PA","Dissolved.oxygen.Min.by.Rocks+Dist_To_River+Rocks+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + TH_PA",713.7462,751.4222,9e-04,NA,6.08,1,28.952,28.823,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
"Dissolved.oxygen.Min+Dist_To_River.by.Rocks+Rocks+TH_PA","Dissolved.oxygen.Min+Dist_To_River.by.Rocks+Rocks+TH_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = Rocks, k = 4, bs = ""ts"") + Rocks + TH_PA",713.7463,751.4225,0.00114,NA,6.08,1,28.952,28.824,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
"Dissolved.oxygen.Min.by.Rocks+Dist_To_River.by.Rocks+Rocks+TH_PA","Dissolved.oxygen.Min.by.Rocks+Dist_To_River.by.Rocks+Rocks+TH_PA","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + s(Dist_To_River, by = Rocks, k = 4, bs = ""ts"") + Rocks + TH_PA",713.7464,751.4272,0.00108,NA,7.08,2,28.952,28.828,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
"Depth.te.Dissolved.oxygen.Min+Rocks+Sand","Depth.te.Dissolved.oxygen.Min+Rocks+Sand","te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks + Sand",713.7546,775.8036,0.00139,NA,7.56,0,28.96,53.205,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_River.by.SY_PA+SY_PA+TH_PA","Dissolved.oxygen.Min+Dist_To_River.by.SY_PA+SY_PA+TH_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + SY_PA + TH_PA",713.7546,752.0212,0.01479,NA,6.08,1,28.96,29.422,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
"Dist_To_River.by.Sand+Dist_To_Shore.te.Latitude+Sand","Dist_To_River.by.Sand+Dist_To_Shore.te.Latitude+Sand","s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + te(Dist_To_Shore, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Sand",713.7612,779.3909,0.0159,NA,8.52,0,28.967,56.792,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"Depth.te.Latitude+Dist_To_River.by.Mud+Mud","Depth.te.Latitude+Dist_To_River.by.Mud+Mud","s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Mud",713.7777,785.0772,0.0117,NA,9.08,0,28.983,62.478,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_River.by.Mud+Mud+SY_PA","Dissolved.oxygen.Min+Dist_To_River.by.Mud+Mud+SY_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud + SY_PA",713.8098,753.2857,0.01253,NA,6.06,1,29.015,30.687,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
"Depth.te.Dissolved.oxygen.Min+HA_PA+Rocks","Depth.te.Dissolved.oxygen.Min+HA_PA+Rocks","te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + HA_PA + Rocks",713.8108,776.1102,0.00124,NA,7.58,0,29.016,53.511,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"Dissolved.oxygen.Min+Dist_To_River.by.SY_PA+Rocks+SY_PA","Dissolved.oxygen.Min+Dist_To_River.by.SY_PA+Rocks+SY_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA",713.8111,753.2592,0.00121,NA,6.06,1,29.017,30.66,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"Dissolved.oxygen.Min.by.Rocks+Dist_To_River.by.SY_PA+Rocks+SY_PA","Dissolved.oxygen.Min.by.Rocks+Dist_To_River.by.SY_PA+Rocks+SY_PA","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA",713.8114,753.2605,0.00104,NA,7.06,2,29.017,30.662,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"Dist_To_River+HA_PA+Latitude.by.HA_PA+Rocks","Dist_To_River+HA_PA+Latitude.by.HA_PA+Rocks","s(Dist_To_River, k = 4, bs = ""ts"") + s(Latitude, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Rocks",713.8183,766.8003,0.00087,NA,6.7,0,29.024,44.202,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
"Dist_To_River.by.Rocks+HA_PA+Latitude.by.HA_PA+Rocks","Dist_To_River.by.Rocks+HA_PA+Latitude.by.HA_PA+Rocks","s(Dist_To_River, by = Rocks, k = 4, bs = ""ts"") + s(Latitude, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Rocks",713.8188,766.7991,0.00087,NA,7.7,1,29.024,44.2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
"Dissolved.oxygen.Min.by.TH_PA+Rocks+TH_PA","Dissolved.oxygen.Min.by.TH_PA+Rocks+TH_PA","s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + Rocks + TH_PA",713.8221,747.5776,0.00118,NA,5.07,1,29.028,24.979,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"Depth+Dissolved.oxygen.Min.by.TH_PA+Rocks+TH_PA","Depth+Dissolved.oxygen.Min.by.TH_PA+Rocks+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + Rocks + TH_PA",713.8223,747.5783,0.00107,NA,6.07,2,29.028,24.98,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"Depth.by.Rocks+Dissolved.oxygen.Min.by.TH_PA+Rocks+TH_PA","Depth.by.Rocks+Dissolved.oxygen.Min.by.TH_PA+Rocks+TH_PA","s(Depth, by = Rocks, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + Rocks + TH_PA",713.8223,747.5784,0.00107,NA,7.07,3,29.028,24.98,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"Dissolved.oxygen.Min.by.TH_PA+Dist_To_River.by.TH_PA+Rocks+TH_PA","Dissolved.oxygen.Min.by.TH_PA+Dist_To_River.by.TH_PA+Rocks+TH_PA","s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + Rocks + TH_PA",713.8233,747.5854,0.0011,NA,7.07,3,29.029,24.987,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
"Dissolved.oxygen.Min.by.HA_PA+HA_PA+Mud+Temperature.Min.by.HA_PA","Dissolved.oxygen.Min.by.HA_PA+HA_PA+Mud+Temperature.Min.by.HA_PA","s(Dissolved.oxygen.Min, by = HA_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Mud",713.8389,760.0937,0.01823,NA,7,1,29.044,37.495,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
"Dissolved.oxygen.Min.by.SY_PA+Rocks+SY_PA+Temperature.Min.by.SY_PA","Dissolved.oxygen.Min.by.SY_PA+Rocks+SY_PA+Temperature.Min.by.SY_PA","s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA",713.8415,752.9869,0.00139,NA,7.05,2,29.047,30.388,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
"Depth+Dissolved.oxygen.Min+Dist_To_River.by.HA_PA+HA_PA","Depth+Dissolved.oxygen.Min+Dist_To_River.by.HA_PA+HA_PA","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = HA_PA, k = 4, bs = ""ts"") + HA_PA",713.8564,747.5852,0.01503,NA,6.06,2,29.062,24.986,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"Depth.by.HA_PA+Dissolved.oxygen.Min+Dist_To_River.by.HA_PA+HA_PA","Depth.by.HA_PA+Dissolved.oxygen.Min+Dist_To_River.by.HA_PA+HA_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Depth, by = HA_PA, k = 4, bs = ""ts"") + s(Dist_To_River, by = HA_PA, k = 4, bs = ""ts"") + HA_PA",713.8564,747.5843,0.01503,NA,7.06,3,29.062,24.986,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"Dissolved.oxygen.Min+Dist_To_River.by.HA_PA+HA_PA","Dissolved.oxygen.Min+Dist_To_River.by.HA_PA+HA_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = HA_PA, k = 4, bs = ""ts"") + HA_PA",713.8593,747.61,0.01503,NA,5.06,1,29.065,25.011,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"Dist_To_River+Primary.productivity.Max.by.Sand+Sand+SY_PA","Dist_To_River+Primary.productivity.Max.by.Sand+Sand+SY_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",713.8598,759.98,0.01329,NA,6.01,0,29.065,37.381,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"Depth.te.Dissolved.oxygen.Min+Dist_To_River+HA_PA","Depth.te.Dissolved.oxygen.Min+Dist_To_River+HA_PA","s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + HA_PA",713.87,775.6892,0.01734,NA,7.53,0,29.075,53.09,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"Depth.te.Dissolved.oxygen.Min+Dist_To_River.by.Sand+Sand","Depth.te.Dissolved.oxygen.Min+Dist_To_River.by.Sand+Sand","s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",713.8856,773.4131,0.01784,NA,8.58,2,29.091,50.814,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"Dist_To_Shore.te.Latitude+Rocks+Sand","Dist_To_Shore.te.Latitude+Rocks+Sand","te(Dist_To_Shore, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Rocks + Sand",713.8986,776.9463,0.00145,NA,7.76,0,29.104,54.348,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"Dissolved.oxygen.Min.by.HA_PA+Dist_To_Shore+HA_PA+TH_PA","Dissolved.oxygen.Min.by.HA_PA+Dist_To_Shore+HA_PA+TH_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + TH_PA",713.8988,760.7507,0.01455,NA,6.07,0,29.104,38.152,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"Depth.te.Dissolved.oxygen.Min+Dist_To_River+Sand","Depth.te.Dissolved.oxygen.Min+Dist_To_River+Sand","s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",713.902,775.4507,0.01728,NA,7.51,0,29.107,52.852,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.SY_PA+Rocks+SY_PA+Temperature.Min.by.Rocks","Dissolved.oxygen.Min.by.SY_PA+Rocks+SY_PA+Temperature.Min.by.Rocks","s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + SY_PA",713.9092,752.9773,0.00151,NA,7.06,2,29.115,30.379,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
"Dissolved.oxygen.Min.by.SY_PA+Rocks+SY_PA+Temperature.Min","Dissolved.oxygen.Min.by.SY_PA+Rocks+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA",713.9092,752.9774,0.00151,NA,6.06,1,29.115,30.379,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
"Dissolved.oxygen.Min+Dist_To_River.by.Sand+Sand+Temperature.Min","Dissolved.oxygen.Min+Dist_To_River.by.Sand+Sand+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + Sand",713.9092,752.7691,0.01652,NA,6.05,1,29.115,30.17,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
"Depth.te.Latitude+Rocks","Depth.te.Latitude+Rocks","te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Rocks",713.9155,773.7939,0.00136,NA,7.33,0,29.121,51.195,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Dist_To_Shore.te.Latitude+HA_PA+Rocks","Dist_To_Shore.te.Latitude+HA_PA+Rocks","te(Dist_To_Shore, Latitude, k = 4, bs = c(""ts"", ""ts"")) + HA_PA + Rocks",713.9161,777.0342,0.00171,NA,7.77,0,29.122,54.435,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"Depth.te.Latitude+Dist_To_Shore.by.Rocks+Rocks","Depth.te.Latitude+Dist_To_Shore.by.Rocks+Rocks","s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Rocks",713.917,773.8005,0.00126,NA,9.33,2,29.122,51.202,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Depth.te.Latitude+Dist_To_Shore+Rocks","Depth.te.Latitude+Dist_To_Shore+Rocks","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Rocks",713.917,773.8006,0.00126,NA,8.33,1,29.122,51.202,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.by.TH_PA+Dist_To_River+SY_PA+TH_PA","Dissolved.oxygen.Min.by.TH_PA+Dist_To_River+SY_PA+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + SY_PA + TH_PA",713.9209,752.2346,0.01532,NA,6.07,1,29.126,29.636,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
"Dist_To_River+Dist_To_Shore.te.Primary.productivity.Max","Dist_To_River+Dist_To_Shore.te.Primary.productivity.Max","s(Dist_To_River, k = 4, bs = ""ts"") + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts""))",713.9219,764.279,0.01802,NA,5.96,0,29.127,41.68,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Depth+Dist_To_River+Dist_To_Shore.te.Primary.productivity.Max","Depth+Dist_To_River+Dist_To_Shore.te.Primary.productivity.Max","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts""))",713.9219,764.2792,0.01802,NA,6.96,1,29.127,41.681,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.by.TH_PA+Dissolved.oxygen.Min.by.TH_PA+SY_PA+TH_PA","Depth.by.TH_PA+Dissolved.oxygen.Min.by.TH_PA+SY_PA+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + SY_PA + TH_PA",713.9335,752.1564,0.01551,NA,7.08,2,29.139,29.558,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
